index,score
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,0.69697
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,0.454545
25,0.454545
26,0.454545
27,0.424242
28,0.424242
29,0.424242
30,0.30303
31,0.121212
32,0.0909091
33,0.0909091
34,0.0909091
35,0.0606061
36,0.0606061
37,0.0606061
38,0.151515
39,0.212121
40,0.151515
41,0.0909091
42,0.121212
43,0.121212
44,0.0606061
45,0.0606061
46,0.0606061
47,0.0909091
48,0.030303
49,0
50,0.030303
51,0.333333
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,0.818182
67,0.030303
68,0.424242
69,1
70,0.636364
71,0.030303
72,0.848485
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,0.939394
84,0.939394
85,0.939394
86,0.848485
87,0.272727
88,1
89,0.212121
90,0.666667
91,0.272727
92,0.69697
93,0.30303
94,1
95,0.0909091
96,0.0606061
97,0.0909091
98,0.121212
99,0.151515
100,1
101,0.272727
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,0.181818
110,1
111,0.272727
112,1
113,0.969697
114,1
115,0.939394
116,1
117,1
118,0.909091
119,1
120,1
121,0.939394
122,0.242424
123,0.363636
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,0.969697
133,1
134,1
135,1
136,1
137,0.939394
138,0.333333
139,1
140,0.363636
141,1
142,0.212121
143,0.393939
144,1
145,0.181818
146,0.363636
147,0.939394
148,1
149,0.212121
150,1
151,0.272727
152,0.666667
153,0.575758
154,1
155,0.909091
156,0.969697
157,0.878788
158,0.969697
159,0.787879
160,0.969697
161,0.787879
162,1
163,0.545455
164,0.636364
165,0.969697
166,0.969697
167,0.878788
168,0.939394
169,0.848485
170,0.969697
171,0.393939
172,0.848485
173,0.484848
174,1
175,0.969697
176,1
177,0.969697
178,1
179,1
180,1
181,1
182,0.30303
183,1
184,0.333333
185,1
186,1
187,1
188,0.848485
189,0.666667
190,0.939394
191,1
192,0.878788
193,1
194,0.818182
195,1
196,0.787879
197,0.939394
198,0.636364
199,1
200,0.212121
201,0.515152
202,0.242424
203,0.484848
204,0.242424
205,0.424242
206,0.636364
207,0.848485
208,0.727273
209,0.909091
210,0.757576
211,0.848485
212,0.69697
213,0.30303
214,0.69697
215,0.909091
216,0.787879
217,0.848485
218,0.818182
219,0.69697
220,0.727273
221,0.666667
222,0.909091
223,0.666667
224,0.878788
225,0.727273
226,0.939394
227,0.848485
228,0.878788
229,0.787879
230,0.666667
231,0.666667
232,0.606061
233,0.606061
234,0.424242
235,0.272727
236,0.575758
237,0.121212
238,0.272727
239,0.69697
240,0.151515
241,0.212121
242,0.939394
243,0.666667
244,0.969697
245,0.69697
246,0.969697
247,0.606061
248,0.969697
249,0.575758
250,0.636364
251,0.969697
252,0.848485
253,1
254,0.848485
255,0.878788
256,0.727273
257,0.757576
258,0.848485
259,0.787879
260,0.666667
261,0.757576
262,0.848485
263,0.69697
264,0.969697
265,0.69697
266,0.454545
267,0.848485
268,0.848485
269,0.727273
270,0.424242
271,0.969697
272,0.30303
273,1
274,0.333333
275,1
276,0.787879
277,0.787879
278,1
279,0.757576
280,0.363636
281,1
282,0.727273
283,0.272727
284,1
285,0.727273
286,1
287,0.787879
288,0.666667
289,1
290,0.969697
291,0.848485
292,0.454545
293,1
294,0.393939
295,0.727273
296,0.878788
297,0.787879
298,0.787879
299,0.969697
300,0.757576
301,0.636364
302,0.727273
303,0.272727
304,0.454545
305,0.181818
306,0.575758
307,0.151515
308,0.242424
309,0.0909091
310,0.121212
311,0.030303
312,0.0606061
313,0.0606061
314,0.030303
315,0.030303
316,0
317,0
318,0
319,0
320,0.151515
321,0.212121
322,0.0606061
323,0.121212
324,0.0909091
325,0.0606061
326,0.0909091
327,0.030303
328,0.030303
329,0.0909091
330,0.030303
331,0
332,0
333,0.030303
334,0
335,0.0909091
336,0
337,0.030303
338,0.030303
339,0.030303
340,0.030303
341,0.0606061
342,0.030303
343,0.0606061
344,0.0909091
345,0.030303
346,0.030303
347,0.030303
348,0.0606061
349,0.0909091
350,0.0606061
351,0
352,0
353,0.181818
354,0.969697
355,0.939394
356,0
357,0
358,0.121212
359,0.0606061
360,0.0909091
361,0.0606061
362,0.030303
363,0.030303
364,0.121212
365,0.030303
366,0
367,0
368,0.030303
369,0.030303
370,0.0909091
371,0.030303
372,0.030303
373,0.030303
374,0.030303
375,0.030303
376,0.030303
377,0.0606061
378,0.0606061
379,0.030303
380,0.030303
381,0.030303
382,0.0606061
383,0.030303
384,0.121212
385,0.0909091
386,0
387,0.0606061
388,0.030303
389,0.030303
390,0.030303
391,0.0606061
392,0.0606061
393,0.0909091
394,0.0606061
395,0.0606061
396,0.0909091
397,0.0909091
398,0.0909091
399,0.121212
400,0.0909091
401,0.0909091
402,0.151515
403,0.575758
404,0.151515
405,0.242424
406,0.151515
407,0.181818
408,0.151515
409,0.151515
410,0.030303
411,0.0909091
412,0
413,0
414,0.030303
415,0.030303
416,0.030303
417,0.030303
418,0.030303
419,0.030303
420,0.030303
421,0.030303
422,0.0909091
423,0.0909091
424,0.0909091
425,0.0909091
426,0.0909091
427,0.0909091
428,0.0606061
429,0.666667
430,1
431,1
432,0.969697
433,1
434,1
435,1
436,1
437,0.545455
438,0.969697
439,0.606061
440,0.787879
441,0.363636
442,0.515152
443,0.69697
444,0.969697
445,0.939394
446,0.545455
447,0.727273
448,0.909091
449,0.666667
450,0.909091
451,0.969697
452,0.939394
453,0.727273
454,0.484848
455,0.424242
456,0.424242
457,0.454545
458,0.484848
459,0.636364
460,0.212121
461,0.121212
462,0.0909091
463,0.0909091
464,0.121212
465,0.030303
466,0.0909091
467,0.0909091
468,0.0606061
469,0.0606061
470,0
471,0.030303
472,0.030303
473,0.030303
474,0.030303
475,0.0606061
476,0.121212
477,0.151515
478,0.242424
479,0
480,0
481,0.0909091
482,0.030303
483,0.030303
484,0.0606061
485,0.121212
486,0.151515
487,0.212121
488,0.151515
489,0.212121
490,0.0606061
491,0.0606061
492,0.0606061
493,0.030303
494,0.030303
495,0.030303
496,0
497,0.0909091
498,0.0606061
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0.030303
507,0.212121
508,0.424242
509,0.0909091
510,0.030303
511,0.0606061
512,0.0909091
513,0.0606061
514,0
