Best | F1=0.4478 precision=0.4592 recall=0.4370 accuracy=0.7877 threshold=0.9700 thresholds_tested=101
Avg  | F1=0.2541 precision=0.1588 recall=0.8567 accuracy=0.3324 thresholds_tested=101
Runtime : 1100.20 sec
Avg CPU : 155.2%
Peak RAM: 1172.3 MB

RAM samples (10s intervals):
  t=10.0s  1141.2 MB
  t=20.0s  1144.0 MB
  t=30.0s  1147.4 MB
  t=40.0s  1148.2 MB
  t=50.0s  1151.8 MB
  t=60.0s  1152.1 MB
  t=70.0s  1152.6 MB
  t=80.0s  1154.8 MB
  t=90.0s  1154.9 MB
  t=100.0s  1156.4 MB
  t=110.0s  1157.0 MB
  t=120.0s  1157.4 MB
  t=130.0s  1158.9 MB
  t=140.0s  1159.3 MB
  t=150.0s  1159.5 MB
  t=160.1s  1161.2 MB
  t=170.1s  1161.7 MB
  t=180.1s  1162.0 MB
  t=190.1s  1162.6 MB
  t=200.1s  1163.4 MB
  t=210.1s  1163.7 MB
  t=220.1s  1163.8 MB
  t=230.1s  1164.7 MB
  t=240.1s  1165.4 MB
  t=250.1s  1165.7 MB
  t=260.1s  1165.8 MB
  t=270.1s  1167.1 MB
  t=280.1s  1167.5 MB
  t=290.1s  1167.6 MB
  t=300.1s  1167.7 MB
  t=310.1s  1168.6 MB
  t=320.1s  1169.4 MB
  t=330.1s  1169.5 MB
  t=340.1s  1169.5 MB
  t=350.1s  1170.0 MB
  t=360.1s  1170.6 MB
  t=370.1s  1170.7 MB
  t=380.1s  1170.8 MB
  t=390.1s  1170.8 MB
  t=400.1s  1170.8 MB
  t=410.1s  1170.8 MB
  t=420.1s  1170.8 MB
  t=430.1s  1170.8 MB
  t=440.1s  1170.9 MB
  t=450.1s  1170.9 MB
  t=460.1s  1170.9 MB
  t=470.1s  1170.9 MB
  t=480.1s  1170.9 MB
  t=490.1s  1170.9 MB
  t=500.1s  1170.9 MB
  t=510.1s  1170.9 MB
  t=520.1s  1171.0 MB
  t=530.1s  1171.0 MB
  t=540.1s  1171.0 MB
  t=550.1s  1171.0 MB
  t=560.1s  1171.0 MB
  t=570.1s  1171.0 MB
  t=580.1s  1171.0 MB
  t=590.1s  1171.0 MB
  t=600.1s  1171.0 MB
  t=610.1s  1171.1 MB
  t=620.1s  1171.1 MB
  t=630.1s  1171.1 MB
  t=640.1s  1171.1 MB
  t=650.1s  1171.1 MB
  t=660.1s  1171.1 MB
  t=670.1s  1171.1 MB
  t=680.1s  1171.1 MB
  t=690.1s  1171.1 MB
  t=700.1s  1171.1 MB
  t=710.1s  1171.1 MB
  t=720.2s  1171.2 MB
  t=730.2s  1171.2 MB
  t=740.2s  1171.2 MB
  t=750.2s  1171.2 MB
  t=760.2s  1171.2 MB
  t=770.2s  1171.2 MB
  t=780.2s  1171.2 MB
  t=790.2s  1171.2 MB
  t=800.2s  1171.3 MB
  t=810.2s  1171.3 MB
  t=820.2s  1171.3 MB
  t=830.2s  1171.3 MB
  t=840.2s  1171.3 MB
  t=850.2s  1171.3 MB
  t=860.2s  1171.3 MB
  t=870.2s  1171.3 MB
  t=880.2s  1171.3 MB
  t=890.2s  1171.4 MB
  t=900.2s  1171.4 MB
  t=910.2s  1171.4 MB
  t=920.2s  1171.4 MB
  t=930.2s  1171.4 MB
  t=940.2s  1171.4 MB
  t=950.2s  1171.4 MB
  t=960.2s  1171.4 MB
  t=970.2s  1171.4 MB
  t=980.2s  1171.4 MB
  t=990.2s  1171.4 MB
  t=1000.2s  1171.5 MB
  t=1010.2s  1171.5 MB
  t=1020.2s  1171.5 MB
  t=1030.2s  1171.5 MB
  t=1040.2s  1171.5 MB
  t=1050.2s  1171.5 MB
  t=1060.2s  1171.5 MB
  t=1070.2s  1171.5 MB
  t=1080.2s  1171.5 MB
  t=1090.2s  1171.5 MB
