Best | F1=0.4478 precision=0.4592 recall=0.4370 accuracy=0.7877 threshold=0.9700 thresholds_tested=101
Avg  | F1=0.2541 precision=0.1588 recall=0.8567 accuracy=0.3324 thresholds_tested=101
Runtime : 4640.66 sec
Avg CPU : 162.1%
Peak RAM: 1333.0 MB

RAM samples (10s intervals):
  t=10.0s  989.4 MB
  t=20.0s  1094.7 MB
  t=30.0s  1180.1 MB
  t=40.0s  1244.0 MB
  t=50.0s  1292.0 MB
  t=60.0s  1296.0 MB
  t=70.0s  1296.4 MB
  t=80.0s  1297.5 MB
  t=90.0s  1298.8 MB
  t=100.0s  1298.8 MB
  t=110.0s  1298.9 MB
  t=120.0s  1299.9 MB
  t=130.0s  1300.6 MB
  t=140.0s  1301.6 MB
  t=150.0s  1302.6 MB
  t=160.0s  1302.8 MB
  t=170.0s  1303.1 MB
  t=180.0s  1303.2 MB
  t=190.0s  1303.2 MB
  t=200.0s  1303.2 MB
  t=210.0s  1304.5 MB
  t=220.0s  1306.4 MB
  t=230.0s  1306.7 MB
  t=240.0s  1307.2 MB
  t=250.0s  1307.8 MB
  t=260.0s  1307.9 MB
  t=270.1s  1308.3 MB
  t=280.1s  1308.4 MB
  t=290.1s  1308.5 MB
  t=300.1s  1308.7 MB
  t=310.1s  1309.1 MB
  t=320.1s  1309.4 MB
  t=330.1s  1309.9 MB
  t=340.1s  1311.1 MB
  t=350.1s  1312.2 MB
  t=360.1s  1312.3 MB
  t=370.1s  1312.5 MB
  t=380.1s  1312.7 MB
  t=390.1s  1312.8 MB
  t=400.1s  1313.6 MB
  t=410.1s  1314.1 MB
  t=420.1s  1314.3 MB
  t=430.1s  1315.0 MB
  t=440.1s  1315.2 MB
  t=450.1s  1315.4 MB
  t=460.1s  1315.9 MB
  t=470.1s  1316.0 MB
  t=480.1s  1316.0 MB
  t=490.1s  1316.2 MB
  t=500.1s  1316.2 MB
  t=510.1s  1316.2 MB
  t=520.1s  1316.2 MB
  t=530.1s  1316.2 MB
  t=540.1s  1316.2 MB
  t=550.1s  1316.5 MB
  t=560.1s  1317.1 MB
  t=570.1s  1317.2 MB
  t=580.1s  1317.7 MB
  t=590.1s  1317.8 MB
  t=600.1s  1317.9 MB
  t=610.1s  1317.9 MB
  t=620.1s  1317.9 MB
  t=630.1s  1318.1 MB
  t=640.1s  1318.1 MB
  t=650.1s  1318.1 MB
  t=660.1s  1318.1 MB
  t=670.1s  1318.2 MB
  t=680.1s  1318.2 MB
  t=690.1s  1318.5 MB
  t=700.1s  1318.6 MB
  t=710.1s  1319.1 MB
  t=720.1s  1319.3 MB
  t=730.1s  1319.4 MB
  t=740.1s  1319.5 MB
  t=750.1s  1319.5 MB
  t=760.1s  1319.5 MB
  t=770.1s  1319.6 MB
  t=780.1s  1319.6 MB
  t=790.1s  1319.7 MB
  t=800.1s  1319.7 MB
  t=810.1s  1319.7 MB
  t=820.1s  1319.7 MB
  t=830.1s  1319.7 MB
  t=840.1s  1322.1 MB
  t=850.1s  1322.2 MB
  t=860.1s  1322.3 MB
  t=870.1s  1322.6 MB
  t=880.1s  1322.6 MB
  t=890.1s  1322.8 MB
  t=900.2s  1322.8 MB
  t=910.2s  1322.8 MB
  t=920.2s  1322.9 MB
  t=930.2s  1322.9 MB
  t=940.2s  1322.9 MB
  t=950.2s  1322.9 MB
  t=960.2s  1322.9 MB
  t=970.2s  1323.0 MB
  t=980.2s  1323.0 MB
  t=990.2s  1323.2 MB
  t=1000.2s  1324.4 MB
  t=1010.2s  1324.7 MB
  t=1020.2s  1324.8 MB
  t=1030.2s  1325.1 MB
  t=1040.2s  1325.1 MB
  t=1050.2s  1325.2 MB
  t=1060.2s  1325.2 MB
  t=1070.2s  1325.3 MB
  t=1080.2s  1325.4 MB
  t=1090.2s  1325.4 MB
  t=1100.2s  1325.4 MB
  t=1110.2s  1325.4 MB
  t=1120.2s  1325.4 MB
  t=1130.2s  1325.4 MB
  t=1140.2s  1325.5 MB
  t=1150.2s  1325.8 MB
  t=1160.2s  1326.0 MB
  t=1170.2s  1326.2 MB
  t=1180.2s  1326.4 MB
  t=1190.2s  1326.5 MB
  t=1200.2s  1326.6 MB
  t=1210.2s  1326.6 MB
  t=1220.2s  1326.6 MB
  t=1230.2s  1326.7 MB
  t=1240.2s  1326.8 MB
  t=1250.2s  1326.8 MB
  t=1260.2s  1326.8 MB
  t=1270.2s  1326.8 MB
  t=1280.2s  1326.8 MB
  t=1290.2s  1326.8 MB
  t=1300.2s  1326.9 MB
  t=1310.2s  1327.0 MB
  t=1320.2s  1327.2 MB
  t=1330.2s  1327.4 MB
  t=1340.2s  1327.8 MB
  t=1350.2s  1327.8 MB
  t=1360.2s  1327.9 MB
  t=1370.2s  1327.9 MB
  t=1380.2s  1328.7 MB
  t=1390.2s  1328.7 MB
  t=1400.2s  1329.0 MB
  t=1410.2s  1329.1 MB
  t=1420.2s  1329.1 MB
